alt_name_x,gubernia,href,lat,long,name,province,google_maps,jewish_gen,usbgn,alt_name_y,notes,population,region,pop1,year1,pop2,year2,pop_diff,year_diff,pop_diff_year,google_lat,google_long
Ternopol,Galicia,/town/tarnopol.htm,49?33',25?35',Tarnopol,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.55,25.583333+(Tarnopol)&ie=UTF8&ll=49.55,25.583333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.55&long=25.583333,-1056204,"Alternate?names: Ternopil' [Ukr], Tarnopol [Pol, Yid], Ternopol' [Rus]","Russian: ?????????.   Yiddish:  ?????????? / ??????????.   
 Ukrainian: ?????????.    Hebrew: ???????? / ????????????
Major city of E Galicia, in W Ukraine, 73 miles ESE of Lviv (Lw?w), 59 miles NE of Ivano-Frankivsk (Stanis?aw?w).","13,468 (1880), 13,999 (1931)",Tarnopol,13468,1880,13999,1931,531.0,51.0,10.411764705882353,49.55,25.583333
?,Galicia,/town/tarnow.htm,50?01',20?59',Tarnow,Krakow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.016667,20.983333+(Tarnow)&ie=UTF8&ll=50.016667,20.983333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.016667&long=20.983333,-532666,"Alternate?names: Tarn?w [Pol], Tarnau [Ger], Tarna [Yid], Tarnov [Rus], Tarniv [Ukr], Tarnuv, Torne, Tornen, Turna","Yiddish: ?????? / ?????.   
 Russian/Ukrainian: ?????? / ??????.
Major town in W Galicia.  47 miles E of Krak?w, 45 miles W of Rzesz?w.","12,586 (in 1900)",Krakow,12586,1900,,,,,,50.016667,20.983333
Tarnowitz,?,/town/tarnowskie_gory.htm,50?27',18?52',Tarnowskie Gory,Katowice,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.45,18.866667+(Tarnowskie Gory)&ie=UTF8&ll=50.45,18.866667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.45&long=18.866667,-532708,"Alternate?names: Tarnowskie G?ry [Pol], Tarnowitz [Ger], Tarnovich [Yid], Tarnovsk? Hory [Cz],  Montes Tarnovicenses [Lat], Tarnovice","In Silesia, 8 miles N of Bytom (Beuthen), 15 miles WNW of B?dzin.","627 (in 1890), ~300 (in 1933)",Prussia,627,1890,300,1933,-327.0,43.0,-7.604651162790698,50.45,18.866667
"Tartakow Miasto, Tartakov",Galicia,/town/tartakow.htm,50?28',24?24',Tartakow,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.466667,24.4+(Tartakow)&ie=UTF8&ll=50.466667,24.4&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.466667&long=24.4,-1056029,"Alternate?names: Tartakiv [Ukr], Tartakov [Yid, Rus], Tartak?w [Pol], Tartak?w Miasto, Tartakuv Miasto, Tartekev, Tartekiv, Tartakuv","Ukrainian: ????????.   Yiddish: ??????????.   
 Hebrew: ????????
47 miles NNE of L'viv (Lvov), 5 miles E of Sokal.","770 (in 1880), 1,139 (in 1921)",Lwow,770,1880,1139,1921,369.0,41.0,9.0,50.466667,24.4
Dirschau,?,/town/tczew.htm,54?06',18?48',Tczew,Gdansk,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.1,18.8+(Tczew)&ie=UTF8&ll=54.1,18.8&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.1&long=18.8,-532743,"Alternate?names: Tczew [Pol], Dirschau [Ger], Tchev [Rus], Trsow [Lat], D?rszew?","18 miles SSE of Gda?sk (Danzig), in E Pomerania, on the Wis?a (Vistula) River.","515 (in 1887), 18 (in 1939)",Prussia,515,1887,18,1939,-497.0,52.0,-9.557692307692308,54.1,18.8
?,Siedlce,/town/terespol.htm,52?05',23?34',Terespol,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.083333,23.566667+(Terespol)&ie=UTF8&ll=52.083333,23.566667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.083333&long=23.566667,-532844,"Alternate?names: Terespol [Pol], Terespolia [Yid], Terespol' [Rus], Terespoli, Terespolya","Russian: ?????????.   Yiddish: ????????????.   
 Belarusian: ?????????.    Hebrew: ??????  
54 miles E of Siedlce (Shedlits), 1 mile from the Belarus border, across the Bug River from Brest.","2,573 (in 1897), 1,200 (in 1921)",Siedlce,2573,1897,1200,1921,-1373.0,24.0,-57.208333333333336,52.083333,23.566667
"Toszek, Tost",?,/town/toczek.htm,?,?,Toczek,Katowice,,,0,,,,,,1900,,,,,,,
Tolkemit,?,/town/tolkmicko.htm,54?20',19?31',Tolkmicko,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.333333,19.516667+(Tolkmicko)&ie=UTF8&ll=54.333333,19.516667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.333333&long=19.516667,-532934,,,,,,1900,,,,,,54.333333,19.516667
?,Lublin,/town/tomaszow_lubels.htm,50?27',23?25',Tomaszow Lubelski,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.45,23.416667+(Tomaszow Lubelski)&ie=UTF8&ll=50.45,23.416667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.45&long=23.416667,-532972,"Alternate?names: Tomasz?w Lubelski [Pol], Tomashov [Yid], Tomashov Lublinski, Tomashuv Lubelski, Tomasz?w"," Russian: ???????-?????????? / ???????.   
 Yiddish: ????????? / ???????? ??????? 
In SE Poland, 66 miles SE of Lublin, 20 miles SSE of Zamo??.","3,646 (in 1897), 5,669 (in 1931)",Lublin,3646,1897,5669,1931,2023.0,34.0,59.5,50.45,23.416667
?,Piotrkow,/town/tomaszow_mazowi.htm,51?32',20?01',Tomaszow Mazowiecki,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.533333,20.016667+(Tomaszow Mazowiecki)&ie=UTF8&ll=51.533333,20.016667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.533333&long=20.016667,-532973,"Alternate?names: Tomasz?w Mazowiecki [Pol], Tomashuv [Yid], Tomashov Khadash, Tomashov Pyetirkov, Tomashov Ravski, Tomashuv Mazovyetsk, Tomasz?w Piotrk?w, Tomasz?w Rawski, Tomasz?w","Russian: ???????-????????? / ???????.   Yiddish: ?????????.   
 Hebrew: ??????? ??????????
65 miles SW of Warszawa, 28 miles ESE of ??d?, 17 miles ENE of Piotrk?w Trybunalski.","9,386 (in 1897), 11,310 (in1931)",Piotrkow,9386,1897,11310,1931,1924.0,34.0,56.588235294117645,51.533333,20.016667
?,?,/town/torczyn.htm,?,?,Torczyn,?,,,0,,,,,,1900,,,,,,,
Thorn,Prussia,/town/torun.htm,53?02',18?36',Torun,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.033333,18.6+(Torun)&ie=UTF8&ll=53.033333,18.6&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.033333&long=18.6,-533064,"Alternate?names: Toru? [Pol], Thorn [Ger], Toru? [Cz], Tor?","90 miles S of Gda?sk (Danzig), 26 miles ESE of Bydgoszcz (Bromberg), on the Vistula.","1,371 (in 1890)",Prussia,1371,1890,,,,,,53.033333,18.6
Terebovlya,Galicia,/town/trembowla.htm,49?18',25?43',Trembowla,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.3,25.716667+(Trembowla)&ie=UTF8&ll=49.3,25.716667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.3&long=25.716667,-1056161,"Alternate?names: Terebovlya [Ukr, Rus], Trembowla [Pol], Trembovla [Yid], Trebevle, Terebowlja, Terebovlia, Trembovlia","Ukrainian: ?????????.   Yiddish: ?????????.   
 Russian: ?????????.     Hebrew: ???????? / ????????.
18 miles SSE of Ternopil' (Tarnopol), 15 miles SW of Skalat.","2,098 (in 1900), 1,486 (in 1921)",Tarnopol,2098,1900,1486,1921,-612.0,21.0,-29.142857142857142,49.3,25.716667
?,?,/town/trzciana.htm,?,?,Trzciana,?,,,0,,,,,,1900,,,,,,,
Schonlanke,?,/town/trzcianka.htm,54?19',23?01',Trzcianka,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.316667,23.016667+(Trzcianka)&ie=UTF8&ll=54.316667,23.016667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.316667&long=23.016667,0,,,,,,1900,,,,,,54.316667,23.016667
?,Grodno,/town/trzcianne.htm,53?20',22?41',Trzcianne,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.333333,22.683333+(Trzcianne)&ie=UTF8&ll=53.333333,22.683333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.333333&long=22.683333,-533270,"Alternate?names: Trzcianne [Pol], Trestiny [Yid], Tshchanne [Rus], T?cianai [Lith], Trzcianny, Trestina, Trostiany, Tshchiana","Russian: ??????? / ????????.   Yiddish: ????????  
24 miles NW of Bia?ystok, 27 miles ENE of ?om?a.    

","2,276 (in 1897)",Grodno,2276,1897,,,,,,53.333333,22.683333
Tirschtiegel,?,/town/trzciel.htm,52?22',15?52',Trzciel,Zielona,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.366667,15.866667+(Trzciel)&ie=UTF8&ll=52.366667,15.866667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.366667&long=15.866667,-533276,"Alternate?names: Trzciel [Pol], Tirschtiegel [Ger], Neu Tirschtiegel",46 miles W of Pozna? (Posen).,"305 (in 1843), 22 (in 1932)",Prussia,305,1843,22,1932,-283.0,89.0,-3.1797752808988764,52.366667,15.866667
?,?,/town/trzebinia.htm,?,?,Trzebinia,?,,,0,,,,,,1900,,,,,,,
Tremessen,?,/town/trzemeszno.htm,52?34',17?50',Trzemeszno,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.566667,17.833333+(Trzemeszno)&ie=UTF8&ll=52.566667,17.833333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.566667&long=17.833333,0,,,,,,1900,,,,,,52.566667,17.833333
Tuchel,?,/town/tuchola.htm,53?35',17?51',Tuchola,Bydgoszcz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.583333,17.85+(Tuchola)&ie=UTF8&ll=53.583333,17.85&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.583333&long=17.85,-533487,"Alternate?names: Tuchola [Pol], Tuchel [Ger]",31 miles NNW of Bydgoszcz (Bromberg).,"959 (in 1876), 118 (in 1932)",Prussia,959,1876,118,1932,-841.0,56.0,-15.017857142857142,53.583333,17.85
?,Kalisz,/town/turek.htm,?,?,Turek,Poznan,,,0,,,,,,1900,,,,,,,
?,?,/town/turka.htm,49?09',23?02',Turka,Lwow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.15,23.033333+(Turka)&ie=UTF8&ll=49.15,23.033333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.15&long=23.033333,-1056894,"Alternate?names: Turka [Ukr, Pol, Yid], Turka al nehar Stry [Heb], Turka nad Stryjem","Ukrainian: ?????. ?  Yiddish: ????? ?   Hebrew: ?????.
On the Stryy River, 64 miles SW of L'viv (Lvov), 45 miles SSE of Przemy?l, 25 miles WSW of Drogobych.","2,368 (in 1880), 4,887 (in 1910)",Stanislawow,2368,1880,4887,1910,2519.0,30.0,83.96666666666667,49.15,23.033333
?,Lublin,/town/turobin.htm,50?50',22?44',Turobin,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.833333,22.733333+(Turobin)&ie=UTF8&ll=50.833333,22.733333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.833333&long=22.733333,-533595,"Alternate?names: Turobin [Pol, Rus], Turbin [Yid], Torbin","Russian: ???????.   Hebrew: ???????
30 miles SSE of Lublin, 20 miles N of Bi?goraj.","1,509",Lublin,1509,1900,,,,,,50.833333,22.733333
?,Piotrkow,/town/tuszyn.htm,51?36',19?33',Tuszyn,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.6,19.55+(Tuszyn)&ie=UTF8&ll=51.6,19.55&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.6&long=19.55,-533699,"Alternate?names: Tuszyn [Pol], Tushin [Yid, Rus], Tuschin [Ger]","Russian: ?????.   Hebrew: ?????
11 miles SSE of ??d?, 15 miles NNW of Piotrk?w Trybunalski.",589,Piotrkow,589,1900,,,,,,51.6,19.55
Festenberg,?,/town/twardogora.htm,51?22',17?28',Twardogora,Wroclaw,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.366667,17.466667+(Twardogora)&ie=UTF8&ll=51.366667,17.466667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.366667&long=17.466667,-533708,"Alternate?names: Twardog?ra [Pol], Festenberg [Ger], Twarda G?ra","In Lower Silesia, 26 miles NE of Wroc?aw (Breslau), 25 miles SW of Ostr?w Wielkopolski (Ostrowo).","160 (in 1845), 55 (in 1910)",Prussia,160,1845,55,1910,-105.0,65.0,-1.6153846153846154,51.366667,17.466667
?,Galicia,/town/tyczyn.htm,49?58',22?02',Tyczyn,Rzeszow,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.966667,22.033333+(Tyczyn)&ie=UTF8&ll=49.966667,22.033333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.966667&long=22.033333,-533767,"Alternate?names: Tyczyn [Pol], Titchin [Yid]",6 miles SSE of Rzesz?w (Zheshuv).,999 (in 1890),Lwow,999,1890,,,,,,49.966667,22.033333
?,Lomza,/town/tykocin.htm,53?12',22?47',Tykocin,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.2,22.783333+(Tykocin)&ie=UTF8&ll=53.2,22.783333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.2&long=22.783333,-533770,"Alternate?names: Tykocin [Pol], Tiktin [Yid], Tykotsin [Rus], Tykotzin [Ger], Tikotsin, Tuktin, Tyktin","Russian: ???????.   Yiddish: ??????
16 miles WNW of Bia?ystok, 29 miles E of ?om?a.","2,485",Lomza,2485,1900,,,,,,53.2,22.783333
?,?,/town/tyszowce.htm,50?37',23?42',Tyszowce,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.616667,23.7+(Tyszowce)&ie=UTF8&ll=50.616667,23.7&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.616667&long=23.7,-533843,"Alternate?names: Tyszowce [Pol], Tishevitz [Yid], Tishovtse [Rus], Tishevits, Tishovits, Tishvits, Tishivits, Tishvitz, Toshvitse, Tyszviec","Russian: ???????.   Yiddish: ????????
21 miles ESE of Zamo??, 17 miles NE of Tomasz?w Lubelski.","1,898 (in 1895), 2,451 (in 1921)",Lublin,1898,1895,2451,1921,553.0,26.0,21.26923076923077,50.616667,23.7
?,?,/town/ubrzez.htm,?,?,Ubrzez,?,,,0,,,,,,1900,,,,,,,
?,?,/town/uchanie.htm,50?54',23?38',Uchanie,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.9,23.633333+(Uchanie)&ie=UTF8&ll=50.9,23.633333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.9&long=23.633333,-533865,"Alternate?names: Uchanie [Pol], Ukhanie [Rus], Akhan [Yid], Uhanie","Russian: ?????.   Yiddish: ??????.    Hebrew: ?????? / ????????  
21 miles NE of Zamo??, 17 miles SSE of Che?m, 14 miles WNW of Hrubiesz?w.","1,386 (in 1897), 1,010 (in 1921)",Lublin,1386,1897,1010,1921,-376.0,24.0,-15.666666666666666,50.9,23.633333
?,?,/town/uchnow.htm,?,?,Uchnow,?,,,0,,,,,,1900,,,,,,,
Ugnev,Galicia,/town/uhnow.htm,50?22',23?54',Uhnow,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.366667,23.9+(Uhnow)&ie=UTF8&ll=50.366667,23.9&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.366667&long=23.9,-1057044,"Alternate?names: Uhniv [Ukr], Uhn?w [Pol], Hovniv [Yid], Ugnev [Rus], Hivnev, Hivniv, Univ, Unov","Ukrainian: ?????.   Yiddish: ????????.   
 Russian: ?????.    Hebrew: ?????? / ??????  
On the modern Poland-Ukraine border, 10 miles NE of Rava-Ruska, 16 miles SE of Tomasz?w Lubelski.","1,843 (in 1880), 2,140 (in 1900)",Lwow,1843,1880,2140,1900,297.0,20.0,14.85,50.366667,23.9
?,Piotrkow,/town/ujazd.htm,51?36',19?55',Ujazd,Lodz,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.6,19.916667+(Ujazd)&ie=UTF8&ll=51.6,19.916667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.6&long=19.916667,-533916,,,,,,1900,,,,,,51.6,19.916667
Ulashkovtsy,Galicia,/town/ulaszkowce.htm,48?54',25?49',Ulaszkowce,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.900278,25.825556+(Ulaszkowce)&ie=UTF8&ll=48.900278,25.825556&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.900278&long=25.825556,-1057106,"Alternate?names: Ulashkivtsi [Ukr], U?aszkowce [Pol], Lashkavitz [Yid], Ulashkovtsy [Rus], Lashkevits, Lashavitz, Ulashkovtse, Ulashkovitz, Ulaskivci","Ukrainian: ?????????.   Yiddish: ??????????.   
 Hebrew: ??????????
46 miles SSE of Ternopil (Tarnopol), 50 miles E of Ivano-Frankivsk (Stanis?aw?w), 8 miles S of Chortkiv (Czortk?w).","728 (in 1880), 138 (in 1921)",Tarnopol,728,1880,138,1921,-590.0,41.0,-14.390243902439025,48.900278,25.825556
?,?,/town/ulaszkowice.htm,?,?,Ulaszkowice,?,,,0,,,,,,1900,,,,,,,
Ustye,Galicia,/town/uscie_biskupie.htm,48?37',26?06',Uscie Biskupie,Ukraine,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=48.616667,26.1+(Uscie Biskupie)&ie=UTF8&ll=48.616667,26.1&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=48.616667&long=26.1,-1057276,"Alternate?names: Ustya [Ukr], U?cie Biskupie [Pol], Ustzi Beskopia [Yid], Ust'ye [Rus], Us'tse Biskupe, Ustie Biskupie, Ustja","Ukrainian: ????.  Russian: ?????.
23 miles NNE of Chernivtsi, 22 miles W of Kamyanets Podilskyy, 68 miles SSE of Ternopil.",860 (in 1880),Tarnopol,860,1880,,,,,,48.616667,26.1
?,?,/town/uscie_solne.htm,?,?,Uscie Solne,?,,,0,,,,,,1900,,,,,,,
?,?,/town/uszew.htm,49?55',20?35',Uszew,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=49.919444,20.5975+(Uszew)&ie=UTF8&ll=49.919444,20.5975&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=49.919444&long=20.5975,0,,,,,,1900,,,,,,49.919444,20.5975
?,?,/town/uszwica.htm,?,?,Uszwica,?,,,0,,,,,,1900,,,,,,,
Christburg,?,/town/wadowice.htm,?,?,Wadowice,?,,,0,,,,,,1900,,,,,,,
Waldenburg,?,/town/walbrzych.htm,50?46',16?17',Walbrzych,Wroclaw,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=50.766667,16.283333+(Walbrzych)&ie=UTF8&ll=50.766667,16.283333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=50.766667&long=16.283333,-534239,"Alternate?names: Wa?brzych [Pol], Waldenburg [Ger], Waldenburg in Schlesien",40 miles SW of Wroc?aw (Breslau).,"300 (in 1880), 219 (in 1931)",Prussia,300,1880,219,1931,-81.0,51.0,-1.588235294117647,50.766667,16.283333
Deutsch Krone,?,/town/walcz.htm,53?16',16?28',Walcz,Koszalin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.266667,16.466667+(Walcz)&ie=UTF8&ll=53.266667,16.466667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.266667&long=16.466667,-534242,"Alternate?names: Wa?cz [Pol], Deutsch Krone [Ger], W??cz",14 miles NW of Pi?a (Schneidem?hl).,"647 (in 1871), 337 (in 1913)",Prussia,647,1871,337,1913,-310.0,42.0,-7.380952380952381,53.266667,16.466667
?,Warszawa,/town/warka.htm,51?47',21?12',Warka,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.783333,21.2+(Warka)&ie=UTF8&ll=51.783333,21.2&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.783333&long=21.2,-534404,"Alternate?names: Warka [Pol], Varka [Rus], Vorke [Yid], Vurka, Vurke","Russian: ?????.   Yiddish: ?????? / ??????  
33 miles SSE of Warszawa, 25 miles N of Radom.","2,548",Warszawa,2548,1900,,,,,,51.783333,21.2
?,Warszawa,/town/warszawa.htm,52?15',21?00',Warszawa,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.25,21+(Warszawa)&ie=UTF8&ll=52.25,21&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.25&long=21,-534433,"Alternate?names: Warszawa [Pol], Warsaw [Eng], Varshe [Yid], Warschau [Ger], Varshava [Rus], Var?ava [Cz], Vars? [Hung], Varsavia [Lat], Varsovie [Fr], Varsovia [Sp], Var?uva [Lith]","Capital of Poland. 
Russian: ???????.  Yiddish: ??????
","219,000",Warszawa,219000,1900,,,,,,52.25,21
?,Kalisz,/town/warta.htm,51?42',18?38',Warta,Poznan,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.7,18.633333+(Warta)&ie=UTF8&ll=51.7,18.633333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.7&long=18.633333,-534454,"Alternate?names: Warta [Pol], Dvart [Yid], Varta [Rus], Liebwart [Ger], Dvurt","Russian: ?????.  Yiddish: ??????  
36 miles W of ??d?, 24 miles E of Kalisz.","1,772",Kalisz,1772,1900,,,,,,51.7,18.633333
?,?,/town/warys.htm,?,?,Warys,?,,,0,,,,,,1900,,,,,,,
?,?,/town/wasilkow.htm,53?12',23?13',Wasilkow,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.2,23.216667+(Wasilkow)&ie=UTF8&ll=53.2,23.216667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.2&long=23.216667,-534485,"Alternate?names: Wasilk?w [Pol], Vashilkova [Yid], Vasil'kuv [Rus], Vashilkuv, Vasilkov, Vashlkove","Russian: ????????? / ?????????.   Hebrew: ????????. 
 Yiddish: ???????????? / ?????????.    Belarusian: ?????????.
5 miles NNE of Bia?ystok.","1,470 (in 1897), 950 (in 1921)",Grodno,1470,1897,950,1921,-520.0,24.0,-21.666666666666668,53.2,23.216667
?,Lomza,/town/wasosz.htm,53?31',22?19',Wasosz,Bialystok,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.516667,22.316667+(Wasosz)&ie=UTF8&ll=53.516667,22.316667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.516667&long=22.316667,-534510,"Alternate?names: W?sosz [Pol], Vonsosh [Yid, Rus], Wonsosz","Russian: ??????.   Hebrew: ??????
25 miles NNE of ?om?a, 4 miles S of Szczuczyn.",499 (in 1897),Lomza,499,1897,,,,,,53.516667,22.316667
?,Lublin,/town/wawolnica.htm,51?17',22?08',Wawolnica,Lublin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=51.283333,22.133333+(Wawolnica)&ie=UTF8&ll=51.283333,22.133333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=51.283333&long=22.133333,-534539,"Alternate?names: W?wolnica [Pol], Vanvolnitsa [Rus], Vonvolitz [Yid], Vonvolnits, Vonvolnitza, Vanvolnica","Russian: ???????????.   Hebrew: ??????????
19 miles W of Lublin, 12 miles SE of Pu?awy.",836,Lublin,836,1900,,,,,,51.283333,22.133333
Angerburg,Prussia,/town/wegorzewo.htm,54?13',21?44',Wegorzewo,Olsztyn,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.216667,21.733333+(Wegorzewo)&ie=UTF8&ll=54.216667,21.733333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.216667&long=21.733333,-534627,"Alternate?names: W?gorzewo [Pol], Angerburg [Ger], Ungura [Lith], W?gobork [Pol, 1945-46], Vengo?evo [Latv], Vengo?evas, Unguris, Angerburgas","In East Prussia, NE Poland, near border with Kaliningrad oblast.  
60 miles SE of Kaliningrad (K?nigsberg), 49 miles W of Suwa?ki.","54 (in 1880), 42 (in 1933)",Prussia,54,1880,42,1933,-12.0,53.0,-0.22641509433962265,54.216667,21.733333
Wangerin,?,/town/wegorzyn.htm,53?32',15?33',Wegorzyn,Szczecin,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=53.533333,15.55+(Wegorzyn)&ie=UTF8&ll=53.533333,15.55&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=53.533333&long=15.55,0,,,,,,1900,,,,,,53.533333,15.55
?,?,/town/wegrow.htm,52?24',22?01',Wegrow,Warszawa,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.4,22.016667+(Wegrow)&ie=UTF8&ll=52.4,22.016667&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.4&long=22.016667,-534638,"Alternate?names: W?gr?w [Pol], Vengrov [Yid, Rus], Vengerov, Vengrova, Vengrove, Vegrov, W?gr?w Podlaski","Russian: ???????.  Hebrew: ??????
44 miles ENE of Warszawa, 20 miles NW of Siedlce (Shedlits).","5,150",Siedlce,5150,1900,,,,,,52.4,22.016667
Neustadt (WPR),?,/town/wejherowo.htm,54?36',18?14',Wejherowo,Gdansk,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=54.6,18.233333+(Wejherowo)&ie=UTF8&ll=54.6,18.233333&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=54.6&long=18.233333,-534656,"Alternate?names: Wejherowo [Pol], Neustadt in Westpreu?en [Ger], Weiherowo, Wejrow?, Veykherovo, Neustadt","25 miles NW of Gda?sk (Danzig), 14 miles WNW of Gdynia.","168 (in 1871), 62 (in 1921)",Prussia,168,1871,62,1921,-106.0,50.0,-2.12,54.6,18.233333
?,?,/town/wiazowna.htm,52?10',21?18',Wiazowna,?,"https://maps.google.com/maps?f=q&hl=en&geocode=&q=52.166667,21.3+(Wiazowna)&ie=UTF8&ll=52.166667,21.3&z=12&iwloc=addr",https://data.jewishgen.org/maps/mapdist8.asp?lat=52.166667&long=21.3,-534794,,,,,,1900,,,,,,52.166667,21.3
